user,prompt,key,press_time,release_time,dwell_time,p2p_time,r2p_time,r2r_time
user_43,The quick brown fox jumps over the lazy dog.,h,4394.600000023842,4514.9000000059605,107.87434148457966,0.0,0.0,0.0
user_43,The quick brown fox jumps over the lazy dog.,e,4490.100000023842,4624.600000023842,120.73438625581745,110.98843905047025,0.0,95.24187893001543
user_43,The quick brown fox jumps over the lazy dog., ,4597.5,4745.4000000059605,129.64648362137856,127.68782760310667,0.0,116.47920677180427
user_43,The quick brown fox jumps over the lazy dog.,q,4705.600000023842,4802.200000017881,85.90797051940447,127.62729960842024,0.0,49.98451100980736
user_43,The quick brown fox jumps over the lazy dog.,u,4765.700000017881,4863.4000000059605,97.0065420365493,63.02390134711153,0.0,54.95819835826646
user_43,The quick brown fox jumps over the lazy dog.,i,4937.800000011921,5041.4000000059605,95.76519382965986,187.61004100163336,74.2745709962838,170.6901611779574
user_43,The quick brown fox jumps over the lazy dog.,c,5063.800000011921,5166.0,81.35171814595986,134.36111942793838,24.81043562604429,116.80820847770019
user_43,The quick brown fox jumps over the lazy dog.,k,5124.100000023842,5253.100000023842,109.42377703336571,64.95967899827059,0.0,82.87781395378668
user_43,The quick brown fox jumps over the lazy dog., ,5277.800000011921,5409.600000023842,124.99596284976731,183.99290803953673,25.641324707651513,149.81733314654633
user_43,The quick brown fox jumps over the lazy dog.,b,5423.700000017881,5572.800000011921,141.33247627731689,164.44687048826384,14.814288662036667,151.8826330586009
user_43,The quick brown fox jumps over the lazy dog.,r,5583.100000023842,5718.700000017881,109.8985426479218,194.60345180221637,12.004387550311305,146.5760479081643
user_43,The quick brown fox jumps over the lazy dog.,o,5691.200000017881,5815.4000000059605,114.13963528741988,126.1130833277048,0.0,98.01286345210714
user_43,The quick brown fox jumps over the lazy dog.,w,5784.300000011921,5900.800000011921,102.6312465523713,105.29318796570561,0.0,76.08640919149283
user_43,The quick brown fox jumps over the lazy dog.,n,5868.9000000059605,6019.300000011921,144.1499986242755,96.304880540445,0.0,103.25228776014244
user_43,The quick brown fox jumps over the lazy dog., ,5976.200000017881,6113.100000023842,118.44850459395691,118.33979691586768,0.0,85.70918570442082
user_43,The quick brown fox jumps over the lazy dog.,f,6075.200000017881,6201.100000023842,110.51327408661156,116.89977695280137,0.0,82.31792662569303
user_43,The quick brown fox jumps over the lazy dog.,o,6171.4000000059605,6318.0,123.10645981065352,103.63325226399303,0.0,117.39290507153306
user_43,The quick brown fox jumps over the lazy dog.,x,6333.0,6454.600000023842,113.58223300844985,180.54800523167313,17.286067541395408,127.30004587615082
user_43,The quick brown fox jumps over the lazy dog., ,6424.700000017881,6532.4000000059605,91.84012927554325,99.90922654098813,0.0,69.2210168185164
user_43,The quick brown fox jumps over the lazy dog.,j,6493.100000023842,6558.700000017881,64.71453090644285,74.78654051596091,0.0,24.775727782437556
user_43,The quick brown fox jumps over the lazy dog.,u,6644.200000017881,6718.300000011921,65.51884938714088,186.8083975736859,89.97934373442178,161.00679703995203
user_43,The quick brown fox jumps over the lazy dog.,m,6818.4000000059605,6888.200000017881,63.59537827961807,182.85117888660415,104.69843993079887,172.56922909500395
user_43,The quick brown fox jumps over the lazy dog.,p,6953.9000000059605,7062.700000017881,92.55144448094644,149.37206940361477,67.49453625827636,157.90860839133808
user_43,The quick brown fox jumps over the lazy dog.,s,7034.300000011921,7164.800000011921,112.17914533303636,93.15177809058834,0.0,88.67760714435316
user_43,The quick brown fox jumps over the lazy dog., ,7118.5,7210.100000023842,83.65798380546414,104.06808755466858,0.0,41.351578594402866
user_43,The quick brown fox jumps over the lazy dog.,o,7179.700000017881,7306.5,106.65877204554715,71.75885058079866,0.0,91.22945866442973
user_43,The quick brown fox jumps over the lazy dog.,v,7250.5,7357.800000011921,101.25791573525214,80.83549927594456,0.0,45.84562538946732
user_43,The quick brown fox jumps over the lazy dog.,e,7386.600000023842,7544.5,135.79059203800006,150.95866347229824,30.332867245734864,174.70095504716988
user_43,The quick brown fox jumps over the lazy dog.,r,7463.300000011921,7571.800000011921,96.29451446858312,88.79187205074739,0.0,27.175197385445482
user_43,The quick brown fox jumps over the lazy dog., ,7513.90000000596,7680.0,145.61120573732717,55.56275793749399,0.0,88.2824667786771
user_43,The quick brown fox jumps over the lazy dog.,t,7631.200000017881,7744.90000000596,99.44735621894044,133.2746279526005,0.0,61.980099425035924
user_43,The quick brown fox jumps over the lazy dog.,h,7712.700000017881,7850.40000000596,116.70144279452552,97.14521480389912,0.0,99.08389681987042
user_43,The quick brown fox jumps over the lazy dog.,e,7783.40000000596,7966.5,155.10877257354653,81.92648760975658,0.0,102.87420857310227
user_43,The quick brown fox jumps over the lazy dog., ,7932.600000023842,8098.600000023842,157.45083435530273,151.17858358351899,0.0,122.01676738190491
user_43,The quick brown fox jumps over the lazy dog.,l,8072.100000023842,8203.40000000596,126.55330977878823,143.22156848433923,0.0,96.96814596849924
user_43,The quick brown fox jumps over the lazy dog.,a,8167.800000011921,8268.800000011921,85.09447944703224,106.96064297635715,0.0,60.12230862023381
user_43,The quick brown fox jumps over the lazy dog.,z,8374.800000011921,8458.600000023842,70.84171018666024,223.95251134580656,117.3549626866794,156.55811413410214
user_43,The quick brown fox jumps over the lazy dog.,y,8473.700000017881,8577.40000000596,88.0572190643986,116.2060739462519,16.13751170427559,103.535577274626
user_43,The quick brown fox jumps over the lazy dog., ,8596.100000023842,8724.0,118.22556213187946,136.38472372189446,20.263662894093862,143.8203424821723
user_43,The quick brown fox jumps over the lazy dog.,d,8657.40000000596,8794.800000011921,131.00312784209711,68.95136067675706,0.0,65.20486458179388
user_43,The quick brown fox jumps over the lazy dog.,o,8766.5,8925.700000017881,136.19558911251787,120.05816105422701,0.0,121.95471693961201
user_43,The quick brown fox jumps over the lazy dog.,g,8871.300000011921,9002.300000011921,119.5631456801109,108.96051158891188,0.0,68.02891283924185
user_43,The quick brown fox jumps over the lazy dog.,.,9189.5,9307.600000023842,113.07810511783674,367.3489255122666,202.93449555303815,300.9549265282762
user_43,Never underestimate the power of a good book.,e,10230.100000023842,10324.5,85.05196195828088,0.0,0.0,0.0
user_43,Never underestimate the power of a good book.,v,10390.30000001192,10474.80000001192,73.57081241859302,174.74955023504594,68.29244785311805,133.78042250652484
user_43,Never underestimate the power of a good book.,e,10532.100000023842,10672.30000001192,113.3228842263719,160.9936826078973,67.96506102797258,194.77398316872365
user_43,Never underestimate the power of a good book.,r,10603.90000000596,10757.100000023842,139.25320968642427,81.42963339072986,0.0,73.64394690372887
user_43,Never underestimate the power of a good book., ,10690.20000001788,10818.90000000596,107.39899701590419,101.32890837028602,0.0,58.44366745885453
user_43,Never underestimate the power of a good book.,u,11014.600000023842,11093.30000001192,70.26970680190108,344.5964170144818,216.56530610820664,243.79099646386416
user_43,Never underestimate the power of a good book.,n,11199.70000001788,11300.40000000596,85.46281872495759,202.29892758522004,102.66480427798682,199.25915139332403
user_43,Never underestimate the power of a good book.,d,11268.30000001192,11362.90000000596,79.07631198780068,78.82375412072942,0.0,53.139098426761805
user_43,Never underestimate the power of a good book.,e,11444.5,11588.90000000596,123.42642672928281,191.72394757707818,90.56316223029707,205.8073323634509
user_43,Never underestimate the power of a good book.,r,11492.20000001788,11681.100000023842,167.96033864213132,50.88271582728766,0.0,89.51651918560874
user_43,Never underestimate the power of a good book.,e,11731.80000001192,11890.0,135.82071910289736,277.0909080667729,51.207398225828925,184.24444797857208
user_43,Never underestimate the power of a good book.,s,11834.90000000596,12011.80000001192,169.073531655569,118.250860343432,0.0,115.30991951681747
